FDA_APPROVED,CT_TOX,standardised_smiles,Identifier
1.0,0.0,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,[1187]
1.0,0.0,CCCC(N=C(O)C1[C@H]2CCC[C@H]2CN1C(=O)C(N=C(O)[C@@H](N=C(O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,[1164]
1.0,0.0,CCCC(NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,[1165]
1.0,0.0,CCCC(O)=Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,[1188]
1.0,0.0,CCCC(O)=Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,[1189]
1.0,0.0,CCCC1O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[1200]
1.0,0.0,CCCC=c1ncc(=CC(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,[1215]
1.0,0.0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,[1210]
1.0,0.0,CCCCC(=O)OCC(=O)[C@@]1(O)C=C(OC2CC(N=C(O)C(F)(F)F)C(O)C(C)O2)c2c(c(O)c3c(O)c4cccc(OC)c4c(O)c3c2O)C1,[1214]
1.0,0.0,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,[1213]
1.0,0.0,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[1212]
1.0,0.0,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[1211]
1.0,0.0,CCCCC(C)(O)C/C=C/[C@@H]1C(CCCCCCC(=O)OC)C(=O)C[C@H]1O,[1207]
1.0,0.0,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,[1208]
1.0,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,[1209]
1.0,0.0,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2C(CCCCCCC(=O)O)C(=O)C[C@H]2O1,[1206]
1.0,0.0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,[1225]
1.0,0.0,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[1229]
1.0,0.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[1228]
1.0,0.0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,[1227]
1.0,0.0,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,[1231]
1.0,0.0,CCCCCCCC(=O)OCC(O)CO,[1232]
1.0,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)O,[1233]
1.0,0.0,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[1238]
1.0,0.0,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]12C,[1237]
1.0,0.0,CCCCCCCCCC(O)=NC(Cc1c[nH]c2ccccc12)C(O)=N[C@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H]1C(O)=NCC(O)=N[C@@H](CCCN)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@H](C)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@H](CO)C(O)=N[C@@H]([C@H](C)CC(=O)O)C(O)=N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,[1236]
1.0,0.0,CCCCCCCCCCCC(=O)OCCN=C(O)C[n+]1ccccc1,[1241]
1.0,0.0,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,[1242]
1.0,0.0,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,[1245]
1.0,0.0,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,[1244]
1.0,0.0,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,[1246]
1.0,0.0,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](C(N=C(O)C2C[C@@H](CCC)CN2C)C(C)Cl)O[C@@H]1SC,[1243]
1.0,0.0,CCCCCCCCCCCCCCCCCCCCCCO,[1248]
1.0,0.0,CCCCCCCCCCCCCCCCO,[1249]
1.0,0.0,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,[1247]
1.0,0.0,CCCCCCCCCCCCCCOS(=O)(=O)O,[1250]
1.0,0.0,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,[1251]
1.0,0.0,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)N=CO,[1240]
1.0,0.0,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](N=C(O)[C@@H](CC(C)C)NC)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]5C(O)=Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c5cc(O)c(CNC[PH](=O)(=O)O)c(O)c5c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,[1252]
1.0,0.0,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,[1235]
1.0,0.0,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,[1239]
1.0,0.0,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,[1234]
1.0,0.0,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,[1230]
1.0,0.0,CCCCCCOC(=O)CCC(=O)CN,[1254]
1.0,0.0,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,[1253]
1.0,0.0,CCCCCN(C)CCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,[1224]
1.0,0.0,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,[1255]
1.0,0.0,CCCCCOC(O)=Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,"[1256, 1257]"
1.0,0.0,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4C[C@@H](O)[C@@H](O)N=C(O)C5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(=N)O)N=C(O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)N=C(O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)N=C4O)cc3)no2)cc1,[1258]
1.0,0.0,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4C[C@@H](O)[C@@H](O)N=C(O)C5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)N=C(O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)N=C(O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)N=C4O)cc3)cc2)cc1,[1259]
1.0,0.0,CCCCC[C@@H](O)CC[C@H]1[C@@H]2Cc3cccc(OCC(=O)O)c3C[C@@H]2C[C@@H]1O,[1223]
1.0,0.0,CCCCC[C@H](O)/C=C/[C@@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O,[1221]
1.0,0.0,CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)O)C(=O)C[C@H]1O,[1222]
1.0,0.0,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,[1220]
1.0,0.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,[1226]
1.0,0.0,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,[1201]
1.0,0.0,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,[1202]
0.0,1.0,CCCCN1C(=O)C(C(O)C2CCCCC2)N=C(O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,[1260]
1.0,0.0,CCCCN1CCCCC1C(O)=Nc1c(C)cccc1C,"[1204, 1205]"
1.0,0.0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,[1203]
1.0,0.0,CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,[1261]
1.0,0.0,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,[1262]
1.0,0.0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,[1263]
1.0,0.0,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,[1264]
1.0,0.0,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,[1269]
1.0,0.0,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,[1266]
1.0,0.0,CCCCOc1cc(C(O)=NCCN(CC)CC)c2ccccc2n1,[1265]
1.0,0.0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,[1267]
1.0,0.0,CCCCOc1ccc(OCCCN2CCOCC2)cc1,[1268]
1.0,0.0,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,[1270]
1.0,0.0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,[1216]
1.0,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,[1217]
1.0,0.0,CCCN(CC)C(CC)C(O)=Nc1c(C)cccc1C,[1169]
1.0,0.0,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,[1170]
1.0,0.0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,[1271]
1.0,0.0,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,[1171]
1.0,0.0,CCCN1CCCCC1C(O)=Nc1c(C)cccc1C,[1175]
1.0,0.0,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,[1172]
1.0,0.0,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1,[1272]
1.0,0.0,CCCNC(C)C(O)=Nc1c(C)csc1C(=O)OC,[1177]
1.0,0.0,CCCNC(C)C(O)=Nc1ccccc1C,[1178]
1.0,0.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,[1179]
1.0,0.0,CCCN[C@H]1CCc2[nH]c(=N)sc2C1,[1176]
1.0,0.0,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,[1273]
1.0,0.0,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,[1274]
1.0,0.0,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,[1275]
0.0,0.0,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,"[1276, 1277]"
1.0,0.0,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,[1278]
1.0,0.0,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,[1279]
1.0,0.0,CCC[C@@H]1CC(C(O)=NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,[1167]
1.0,0.0,CCC[C@@H]1CC(C(O)=N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,[1166]
1.0,0.0,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,[1168]
1.0,0.0,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,[1195]
1.0,0.0,CCCc1cc(O)nc(S)n1,[1196]
1.0,0.0,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[1197]
1.0,0.0,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,[1198]
1.0,0.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,[1199]
1.0,0.0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,[1194]
1.0,0.0,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,[1281]
1.0,0.0,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,[1280]
1.0,0.0,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,[1283]
1.0,0.0,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,[1285]
1.0,0.0,CCN(CC)C(=O)N1CCN(C)CC1,[1286]
1.0,0.0,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,[1284]
1.0,0.0,CCN(CC)C(=S)SSC(=S)N(CC)CC,[1287]
1.0,0.0,CCN(CC)C(C)C(=O)c1ccccc1,[1079]
1.0,0.0,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,[1080]
1.0,0.0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,[1081]
1.0,0.0,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[1083]
1.0,0.0,CCN(CC)CC(O)=Nc1c(C)cccc1C,"[1082, 1289]"
1.0,0.0,CCN(CC)CC=NC(=O)c1c(C)[nH]c(Cc2c(O)[nH]c3ccc(F)cc23)c1C,"[1087, 1290]"
1.0,0.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,[1085]
1.0,0.0,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,[1086]
1.0,0.0,CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC,[1088]
1.0,0.0,CCN(CC)CCNC(=O)c1ccc(N)cc1,[1089]
1.0,0.0,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,[1090]
1.0,0.0,CCN(CC)CCOC(=O)c1ccc(N)cc1,[1091]
1.0,0.0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,[1092]
1.0,0.0,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,[1093]
1.0,0.0,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CN=C(O)C=CC(C)[C@@H](C(C)C)OC(=O)C12,[1292]
1.0,0.0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,[1084]
1.0,0.0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)[O-])cc1,[1288]
1.0,0.0,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,[1094]
1.0,0.0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,[1293]
1.0,0.0,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,[1296]
1.0,0.0,CCN1CCN(C(O)=NC(C(O)=NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,[1303]
1.0,0.0,CCN1CCN(C(O)=NC(C(O)=NC2C(=O)N3C(C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,[1304]
1.0,0.0,CCN=C(NCC)NCCCCC(N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](CCCCNC(=NCC)NCC)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@@H](Cc1cccnc1)N=C(O)[C@@H](Cc1ccc(Cl)cc1)N=C(O)[C@@H](Cc1ccc2ccccc2c1)N=C(C)O)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O,[1305]
1.0,0.0,CCN=C(O)C1CCCN1C(=O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1,[1306]
1.0,0.0,CCN=C(O)C1CCCN1C(=O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](Cc1cn(Cc2ccccc2)cn1)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1,[1307]
1.0,0.0,CCN=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,[1308]
1.0,0.0,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,[1095]
1.0,0.0,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,[1097]
1.0,0.0,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,[1096]
1.0,0.0,CCO,[1309]
1.0,0.0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,[1320]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21,[1313]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21,[1314]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,[1315]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,[1318]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,[1316]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,[1317]
1.0,0.0,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,[1319]
1.0,0.0,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,[1321]
1.0,0.0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,[1322]
1.0,0.0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,[1323]
1.0,0.0,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,[1324]
1.0,0.0,CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl,[1325]
1.0,0.0,CCOC(=O)C1=CC(OC(CC)CC)[C@H](N=C(C)O)[C@@H](N)C1,[1114]
1.0,0.0,CCOC(=O)C=C(C)C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,[1311]
1.0,0.0,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,[1329]
1.0,0.0,CCOC(=O)CCCCCCCCC(C)c1ccccc1I,[1330]
1.0,0.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,[1331]
1.0,0.0,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(N=C(O)C(N)c3ccccc3)C2SC1(C)C,[1335]
1.0,0.0,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[1136]
1.0,0.0,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[1334]
1.0,0.0,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,[1312]
1.0,0.0,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,[1327]
1.0,0.0,CCOC(=O)c1cncn1C(C)c1ccccc1,[1328]
1.0,0.0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,[1326]
1.0,0.0,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1N,[1332]
1.0,0.0,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,[1333]
1.0,0.0,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,[1344]
1.0,0.0,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,[1343]
1.0,0.0,CCON=C(C1=NC(=N[PH-](=O)(O)O)[S+]=N1)C([O-])=[NH+]C1C(=O)N2C(C(=O)[O-])=C(Sc3[nH+]c(-c4cc[n+](C)cc4)cs3)CSC12,[1310]
1.0,0.0,CCOP(=O)(OCC)SCC[N+](C)(C)C,[1345]
1.0,0.0,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,[1336]
0.0,1.0,CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,[1337]
1.0,0.0,CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,[1338]
1.0,0.0,CCOc1ccc2ccccc2c1C(O)=NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,[1340]
1.0,0.0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,[1339]
1.0,0.0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,[1341]
1.0,0.0,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,[1342]
1.0,0.0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,[1347]
1.0,0.0,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,[1348]
1.0,0.0,CC[C@@H](CO)N=C(O)C1=CC2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,[1053]
1.0,0.0,CC[C@@H](CO)N=C(O)C1=CC2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,[1054]
1.0,0.0,CC[C@@H](CO)NCCN[C@@H](CC)CO,[1052]
1.0,0.0,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,[1047]
1.0,0.0,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,[1051]
1.0,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,[1043]
1.0,0.0,CC[C@H](C)C1N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(O)=N[C@@H](CC(C)C)C(O)=NCC(=N)O)N=C(O)[C@H](CC(=N)O)N=C(O)[C@H](CCC(=N)O)N=C1O,[1066]
1.0,0.0,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,[1065]
1.0,0.0,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,[1048]
1.0,0.0,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)C(C)C(=O)C2=CC3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,[1071]
1.0,0.0,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,[1056]
1.0,0.0,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,[1057]
1.0,0.0,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,[1058]
1.0,0.0,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,[1046]
0.0,1.0,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"[1044, 1045]"
1.0,0.0,CC[N+](C)(C)Cc1ccccc1Br,[1073]
1.0,0.0,CC[N+](C)(C)c1cccc(O)c1,[1072]
1.0,0.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,[1074]
