Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",standardised_smiles,Identifier
0,1.0,0,0.0,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,CN(C)C1C(=O)C(C(=N)O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,[901]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,CN(C)C1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@H]12,[267]
1,0.0,0,1.0,1.0,0.0,1.0,0,1,1,0.0,0.0,0.0,0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,CN(C)C1C(=O)C(C(O)=NCNCCCCC(N)C(=O)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,[1134]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN(C)C=CCC(O)=Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,[1219]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,[268]
0,1.0,0,1.0,0.0,0.0,1.0,1,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,[418]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,[462]
1,1.0,0,1.0,1.0,1.0,1.0,1,0,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21,[277]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,[643]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCC=C1c2ccccc2COc2ccccc21,[523]
1,1.0,0,1.0,1.0,0.0,1.0,1,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN(C)CCC=C1c2ccccc2CSc2ccccc21,[520]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[432]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,[441]
1,1.0,0,1.0,1.0,0.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCCN1c2ccccc2CCc2ccccc21,[679]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,[419]
0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,[851]
0,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,1,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,[463]
0,1.0,0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,[380]
0,1.0,0,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCOC(c1ccccc1)c1ccccc1,[505]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,0.0,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,[1128]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,[1185]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,[101]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,[1032]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CN(C)N=Nc1[nH]cnc1C(N)=O,[1357]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)[C@@H]1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(O)c3c(c(O)c4c(Cl)ccc(O)c4c3O)C[C@@H]12,[1414]
1,1.0,1,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)c1cc(N=C(O)CNC(C)(C)C)c(O)c2c(O)c3c(cc12)CC1C(N(C)C)C(=O)C(C(=N)O)C(=O)C1(O)C3O,[1368]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(=N)O)C(=O)[C@@]3(O)C(=O)C1C2=O,[829]
1,0.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,[801]
0,1.0,0,0.0,1.0,0.0,1.0,0,0,0,1.0,1.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,CN(C)c1nc(N(C)C)nc(N(C)C)n1,[264]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,1.0,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,[1092]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,[1295]
1,1.0,0,0.0,1.0,0.0,1.0,0,1,1,1.0,0.0,0.0,0,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,CN(CCCl)CCCl,[764]
1,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,[1195]
0,0.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,[347]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,[360]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,[792]
1,1.0,0,0.0,1.0,0.0,1.0,0,0,0,1.0,1.0,0.0,0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,CN(N=O)C(O)=NC1C(O)OC(CO)C(O)C1O,[1069]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,[1085]
0,0.0,0,1.0,0.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,[1038]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,[436]
0,1.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,CN1C(=O)CC(C)(c2ccccc2)C1=O,[1267]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,[486]
0,0.0,0,1.0,0.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,[589]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,CN1C(=O)OC(C)(C)C1=O,[1146]
1,1.0,0,1.0,1.0,0.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C(C(O)=Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,[1399]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,0.0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,[797]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,1.0,0.0,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,[976]
0,0.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,[1047]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,[671]
0,0.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,1,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,[660]
0,1.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,[1154]
0,1.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,[317]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,[638]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,[49]
0,0.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,1.0,1.0,0.0,CN1CC(C(O)=NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=CC2c3cccc4[nH]cc(c34)CC21,[546]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CC(C(O)=NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,[500]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,CN1CC2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,[92]
1,1.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,[466]
1,1.0,0,1.0,1.0,0.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,[718]
0,1.0,0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,[451]
0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,[1163]
1,0.0,0,1.0,0.0,1.0,1.0,1,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,[739]
1,1.0,0,1.0,1.0,0.0,1.0,1,1,1,1.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,[924]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,[667]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,[830]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,[300]
0,1.0,0,1.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,[434]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCCC1c1cccnc1,[143]
0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CN1CCCN=C1C=Cc1cccs1,[1008]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,[834]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,0.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CN1CCN(C(=O)Oc2c3nccnc3c(O)n2-c2ccc(Cl)cn2)CC1,[1188]
1,0.0,0,1.0,0.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,[1301]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[449]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,[753]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,[1107]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[1144]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[993]
1,0.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CN1CCN2c3ccccc3Cc3ccccc3C2C1,[813]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN1CCN2c3ncccc3Cc3ccccc3C2C1,[820]
0,0.0,0,1.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,CN1CCOC(c2ccccc2)c2ccccc2C1,[872]
0,1.0,0,0.0,0.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,[289]
0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,CN1c2c(O)nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,[27]
1,0.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,[1021]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,[889]
1,0.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN=C(NC#N)NCCSCc1[nH]cnc1C,[428]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,1,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN=C(O)CN(CCN(CCN(CC(=O)O)CC(O)=NC)CC(=O)O)CC(=O)O,[782]
0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,CN=C(O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,[964]
0,0.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CN=C(O)c1c(I)c(C(O)=NCC(O)=Nc2c(I)c(C(=O)O)c(I)c(C(O)=NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,[694]
0,0.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,CN=C(O)c1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I,[690]
0,0.0,0,0.0,0.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,CN=C(O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,[219]
1,1.0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,1.0,1.0,CN=C(O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,[1270]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CN=C(O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,[1224]
1,0.0,0,0.0,0.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,[413]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[232]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,[543]
0,1.0,0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,CNC(C)C(O)c1ccccc1,[1018]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,[625]
0,0.0,0,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CNC(C)Cc1ccccc1,[178]
