smiles,logS
CC(C)=CCCC(C)=CC=O,-2.06
O=C(N1)NC(C(CC=C)(CC=C)C1=O)=O,-2.06
Cc1cccc3c1n2cnnc2S3,-2.07
BrCCCBr,-2.08
CNC(ON=C1C2C(C#N)CC(C2)C1Cl)=O,-2.08
CCSCc1ccccc1OC(NC)=O,-2.09
Nc1ncc(Cc2cc(OC)c(OCCOC)c(OC)c2)c(N)n1,-2.1
C1=CCCC1,-2.1
OC(C(CO)NC(C(Cl)Cl)=O)c1ccc(N(=O)=O)cc1,-2.11
S=C(NC(CCC)=C1)NC1=O,-2.15
CC(Br)CBr,-2.15
c1(cccc2)c2[nH]nc1,-2.16
O=C1CC(C(C)=C)CCC1C,-2.18
CCCCS,-2.18
Clc(cc(Cl)c(O)c1)c1Cl,-2.21
OC1(C2(C(NC(NC2=O)=O)=O)O)C(NC(NC1=O)=O)=O,-1.99
CN1C2CCC1C(C(OC)=O)C(OC(c3ccccc3)=O)C2,-2.23
O=C(c1ccccc1)NC(c2ccccc2)=O,-2.27
Cc1cc(C)nc(NS(=O)(c2ccc(N)cc2)=O)n1,-2.27
CCCN(CCC)CCC,-2.28
O=C(c1c(c(cccc2)c2C(O)=O)cccc1)O,-2.28
O=C(O)COc1ccc(Cl)cc1,-2.29
c12c(nc[nH]2)N=CNC1=O,-2.29
BrC1CCCCC1,-2.3
Nc2ccc(cc2)Cc1ccc(N)cc1,-2.3
CCCCCC(OCC)=O,-2.31
O=N(c(cccc1)c1C)=O,-2.33
CCOc1ccccc1,-2.33
CNC(Oc1cc(N=CN(C)C)ccc1)=O,-2.34
CNC(Oc1ccc(c(C)c1)N(C)C)=O,-2.36
CC(Nc1nnc(S(N)(=O)=O)s1)=O,-2.36
Nc1ccc(N(=O)=O)cc1,-2.37
Fc1c(F)cc(F)c(F)c1,-2.38
Cc1cscc1,-2.39
CCCCCCCCO,-2.39
COc2c1occc1c(c3c2OC(C)=CC3=O)OC,-2.4
CC(C)(c1ccc(O)cc1)C,-2.41
Oc1c(nccc2)c2ccc1,-2.42
CC(OCCCCCC)=O,-2.46
CC1CCC(C(C)C)C(C1)=O,-2.49
Cc1ccc(N(=O)=O)cc1,-2.49
CC(C)(Cl)CC,-2.51
OC(c2ccccc2)Cc1ccccc1,-2.52
CC(C(CCC(C)C1)C1O)C,-2.53
ClC(Cl)=C(Cl)Cl,-2.54
Brc1ccccc1,-2.55
OC(c2ccccc2)c1ccccc1,-2.55
O=C(N(OC)C)Nc1ccc(Cl)cc1,-2.57
NC(CC)Cc2c[nH]c1ccccc12,-2.57
NC(Cc1ccc(O)cc1)C(O)=O,-2.57
Oc1c(ccc(O)c1)CCCCCC,-2.59
CCCCC(CCCC)=O,-2.59
CC(C(N(Cl)C1=O)=O)(N1Cl)C,-2.6
Cc1ccc(C(O)=O)cc1,-2.6
O=C2NC(c1ccccc12)=O,-2.61
OC(C(CC3CC4)N4CC3CC)c1ccnc2c1cccc2,-2.63
ClC(CC)CC,-2.63
O=C(N1)NC(C(CC)(C3=CC2CCC(C3)C2)C1=O)=O,-2.64
O=C(NCN1)C(c2ccccc2)(CC)C1=O,-2.64
O=C(c1ccccc1)OCCC,-2.67
ClC(Cl)C(N2)Nc1cc(Cl)c(S(N)(=O)=O)cc1S2(=O)=O,-2.68
BrC(CC)(CC)C(NC(N)=O)=O,-2.68
OC(C1)(COc3c2ccc(O)c3O)C2=C(C=C4O)C1=CC4=O,-2.7
O=S(Nc1ccccn1)(c2ccc(N)cc2)=O,-2.7
S=C1C=Nc(cncn2)c2N1,-2.71
CCCCCCCCN,-2.75
CCc1ccccc1,-2.77
Cc1ccc(C)cc1,-2.77
O=C2c3c(ccc(O)c3O)C(c1ccccc12)=O,-2.78
Ic1ccccc1,-2.78
OC(c1ccc(N(=O)=O)cc1)=O,-2.8
Cc1cnc(NS(=O)(c2ccc(cc2)N)=O)nc1,-2.82
CC(c2ccc(O)cc2)(C)c1ccc(O)cc1,-2.82
C=Cc1ccccc1,-2.82
OC(c2ccccc2)C(c1ccccc1)=O,-2.85
Clc(cc1C)ccc1N=CN(C)C,-2.86
CNc(cccc1)c1C(O)=O,-2.88
c1(NNc2ccccc2)ccccc1,-2.92
O=C(O)COc(cc(Cl)c(Cl)c1)c1Cl,-2.96
O=C1CCC2(C)C(CCC3C2C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,-2.97
CCN1C=C(C(c2c1nc(N3CCNCC3)nc2)=O)C(O)=O,-2.98
O=C1C=CC2(C)C(C(C)CC3C2C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,-2.99
O=S(NC(NCCC)=O)(c1ccc(Cl)cc1)=O,-3.03
O=C(C(C)=C1)c(cccc2)c2C1=O,-3.03
ClC(F)(F)C(Cl)(Cl)F,-3.04
Clc1cc(Cl)ccc1,-3.04
c1(cccc2)c2CCC1,-3.04
CC(Nc1ccc(Br)cc1)=O,-3.08
Cc1ccc(Cl)cc1,-3.08
O=C(O)Cc(c(Cl)ccc1Cl)c1Cl,-3.08
C1CCCCC1,-3.1
O=C(c2ccccc2)c1ccccc1,-3.12
O=C1N(c2ccccc2)N=CC(N)=C1Br,-3.12
O=C(c(cccc1)c1O)OCCC(C)C,-3.16
CCCCCCCCC=O,-3.17
Brc1ccc(C)cc1,-3.19
Brc(cccc1)c1Cl,-3.19
CC(CC=CC=CC=CC=CC(OC4OC(C)C(O)C(N)C4O)CC(C(C(O)=O)C(O)C3)OC3(O)CC(O)CC(O2)C2C=C1)OC1=O,-3.21
O=C1C=CC2(C)C(CCC3C2C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,-3.21
O=C(NCC2)N2c1ncc(N(=O)=O)s1,-3.22
CC(C)CC=C,-3.24
Clc1ccc(Cl)cc1,-3.27
CC(CCC1C(N(c3ccccc3)N(c2ccccc2)C1=O)=O)=O,-3.27
Oc1c(c2c(cc1)CC3(C45))OC(C24CCN3C)(C(C=C5)O),-3.28
CCC2NC(c1cc(S(N)(=O)=O)c(cc1N2)Cl)=O,-3.29
CCCCCCCCOC(N)=O,-3.3
O=C(SCCC)N(CCCC)CC,-3.35
CC(c(cc(N(=O)=O)cc1N(=O)=O)c1O)CC,-3.38
O=C(OC(C)C)Nc1cccc(Cl)c1,-3.38
O=C(OCC)CCCCCCC,-3.39
O=C(SCC)N(C1CCCCC1)CC,-3.4
O=C(N3CCCCC3)C=CC=Cc1cc(OCO2)c2cc1,-3.46
Ic1c([nH]c(I)c1I)I,-3.46
Brc1cc(Br)ccc1,-3.54
CC(C)c1ccc(NC(N(C)C)=O)cc1,-3.54
O=C(O)CCCCCCCCCC,-3.55
OC(CC1CCC2C3CC4)CCC1(C)C2C(O)CC3(C)C4=O,-3.59
Oc(c(O)c3)ccc3C2CC(c1c(O)cc(O)cc1O2)=O,-3.62
COc1c(OC3=O)c(C=C3)cc2c1occ2,-3.66
c1ccc2OC(=O)C(C(C(=O)OCC)C3=C(O)c4ccccc4OC3=O)=C(O)c2c1,-3.66
O=C(c(cc(S(N)(=O)=O)c(Cl)c2)c2NCc1ccco1)O,-3.66
CC(C)(c1ccccc1)C,-3.66
c12ccccc1nc3c(cccc3)c2,-3.67
CC(CC)CC,-3.68
O=C(SCC)N(CC(C)C)CC(C)C,-3.68
S=P(OC)(OC)Oc1ccc(N(=O)=O)cc1,-3.68
Nc1ccc(c3nc2ccc(C)cc2s3)cc1,-3.68
CCCCOc2cc(C(NCCN(CC)CC)=O)c1ccccc1n2,-3.7
Cc1c(cccc2)c2ccc1,-3.7
O=S(Nc1nnc(C(C)(C)C)s1)(c2ccc(cc2)N)=O,-3.74
O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CO)=O)=C1,-3.75
Clc1nc(C(Cl)(Cl)Cl)ccc1,-3.76
CC(c1ccc(C)cc1)C,-3.77
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(C)C4(O)C(CO)=O)=C1,-3.77
Cc1c(C)c(Nc2c(C(O)=O)cccc2)ccc1,-3.78
O=C2CN=C(c3ccccc3)c1cc(N(=O)=O)ccc1N2,-3.8
O=C(OCC)CCCCCCCC,-3.8
CC(C(CCC(C(C)C)=C3)C3=CC1)(CCC2)C1C2(C)C(O)=O,-3.8
Cc1cc(S(=O)(c2ccccc2)=O)ccc1NS(=O)(C(F)(F)F)=O,-3.8
CCCCC=CC,-3.82
CCCCCC,-3.84
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-3.85
CC1CCCCC1,-3.85
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
CC(CC(c1ccccc1)C(C2=O)=C(c(cccc3)c3O2)O)=O,-3.89
S=C(SSC(N(C)C)=S)N(C)C,-3.9
CC(N(C(Nc1ccc(Cl)cc1)=O)C)C#C,-3.9
CN2c1ccccc1Sc3c2cc(CC(O)=O)cc3,-3.94
OC1CCC2(C)C(CCC3C2CC(O)C4(C)C3CCC4C(C)CCC(O)=O)C1,-3.95
c1(Oc2ccccc2)ccccc1,-3.96
CCCCCCCCl,-3.99
O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4(C)O)=C1,-3.99
Cc(c(C)cc(C)c1C)c1C,-4.0
O=C1CCC4(C)C(CCC3C(CCC2(O)C(COC(C)=O)=O)C2(C)CC(C34)=O)=C1,-4.0
Clc(c(Cl)ccc1)c1Cl,-4.0
S=P(OC)(OC)Oc1cc(C)c(N(=O)=O)cc1,-4.04
CCCCc1ccccc1,-4.06
Brc1ccc(Br)cc1,-4.07
CC(C)Nc1nc(NC(C)C)nc(SC)n1,-4.1
S=P(OCC)(OCC)SCSCC,-4.11
COc2ccc1C(C3N(CCc5c3cc4OCOc4c5)C)OC(c1c2OC)=O,-4.11
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(OC(C)=O)C4(O)C(COC(C)=O)=O)=C1,-4.13
C1CCCCCCC1,-4.15
CN2S(c1ccccc1C(O)=C2C(Nc3ncccc3)=O)(=O)=O,-4.16
OC(c1cccnc1Nc2cccc(C(F)(F)F)c2)=O,-4.17
ClC(=C(C=C(Cl)Cl)Cl)Cl,-4.23
CC(N(C)C)CN1c3c(cccc3)Sc2c1cccc2,-4.26
O=C1CCC2(C)C(CC(SC(C)=O)C3C2CCC4(C)C3CCC45OC(CC5)=O)=C1,-4.28
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
CC(CCC(O)=O)C3CCC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C,-4.29
CCc1cc(cccc2)c2cc1,-4.29
Oc1cc(CCC3C2CCC4(C)C3CCC4(C#C)O)c2cc1,-4.3
CN(C)CCCN1c3c(cccc3)Sc2c1cccc2,-4.3
COP(OC)(Oc1c(Cl)cc(N(=O)=O)cc1)=S,-4.31
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC5C4(OC(C)(C)O5)C(CO)=O)=C1,-4.32
c1(cccc3)c3sc2c1cccc2,-4.38
OC(c2c(Cl)cccc2)(c3cncnc3)c1ccc(Cl)cc1,-4.38
O=C(C(c(cc(OC)c(OC)c4)c4OC3)C3O2)c1c2c(CC(C(C)=C)O5)c5cc1,-4.42
CCC(c1ccc(cc1)O)C(c2ccc(O)cc2)CC,-4.43
O=C(CCCN2CCC(c3ccc(Cl)cc3)(O)CC2)c1ccc(F)cc1,-4.43
CCCCCCCBr,-4.43
CN(CCC=C2c1ccccc1CCc3c2cccc3)C,-4.46
O=N(c(c(C)c1N(=O)=O)c(c(C(C)(C)C)c1)OC(C)=O)=O,-4.47
Clc1cc(Cl)cc(Cl)c1,-4.48
CC1(CC(C)CC1)C,-4.48
FC(F)(F)c4cc1c(cc4)Sc3c(cccc3)N1CCCN2CCN(C)CC2,-4.52
O=C(OC(C)C)C(c2ccc(Cl)cc2)(O)c1ccc(Cl)cc1,-4.53
S=P(OC)(OC)Oc1cc(C)c(SC)cc1,-4.57
CC2(C=C3)C(C(O)C1)C(CCC2=CC3=O)C(CC4)C1(C)C4(O)C(COC(C(C)(C)C)=O)=O,-4.58
O=C1c(cccc2)c2N=C(c3ccccc3)O1,-4.61
c1(CCc2ccccc2)ccccc1,-4.62
CC(C2C(COC(C)=O)=O)(CC1)C(CC2)C(CCC3=CC4=O)C1C3(CC4)C,-4.63
OC(C4)CCC1(C)C4=CCC2C1CCC3(C)C2CCC3C(C)=O,-4.65
Cc1cc(cccc2)c2cc1C,-4.72
Oc2c3c(cccc3)cc1ccccc12,-4.73
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.79
Clc1cc(Cl)c(OP(OC)(OC)=S)nc1Cl,-4.82
CC34CCC2c1c(CCC2C3CCC4O)cc(O)cc1,-4.84
O=C(SCC(Cl)=C(Cl)Cl)N(C(C)C)C(C)C,-4.88
O=C(N(C)C)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89
Cc2cc1ccc(C)cc1cc2,-4.89
ClC(C(Cl)=C(Cl)Cl)=C(Cl)Cl,-4.91
NS(c1cc(N(=O)=O)c(N(CCC)CCC)c(N(=O)=O)c1)(=O)=O,-5.16
Clc1ccc(c2ccccc2)cc1,-5.2
CCCCCCc1ccccc1,-5.21
Oc1cc(ccc3c2CCC4(C)C3CCC4=O)c2cc1,-5.24
O=C(OCc2cccc(Oc3ccccc3)c2)C1C(C=C(C)C)C1(C)C,-5.24
c1(c(cccc3)c3cc2)c2cccc1,-5.26
CC(c1c(O2)cc(OP(OCC)(OCC)=S)cc1)=C(C2=O)Cl,-5.38
OC1C=CC2C1C3(C(Cl)=C(C2(C3(Cl)Cl)Cl)Cl)Cl,-5.46
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-5.64
O=N(=O)c1cc(C(F)(F)F)cc(N(=O)=O)c1N(CCC)CCC,-5.68
S=P(OCC)(OCC)SCSc1ccc(Cl)cc1,-5.74
Clc1cccc(c2cc(Cl)ccc2)c1,-5.8
Cc1c(cccc3)c3cc2c1cccc2,-5.89
c12c3c4ccc1CCCc2ccc3CCC4,-5.96
Clc1cc(c2ccccc2Cl)c(Cl)cc1,-6.02
S=P(OC)(OC)Oc(cc(Cl)c(Br)c1)c1Cl,-6.09
ClC1(C2C4C5C(O5)C(C4)C23)C(Cl)=C(Cl)C3(Cl)C1(Cl)Cl,-6.18
Clc1ccc(c2ccc(cc2Cl)Cl)cc1,-6.21
ClC(C(Cl)=C1Cl)(C2C(O4)C4C(Cl)C23)C(Cl)(Cl)C13Cl,-6.29
CC1(C)C(C=C(Cl)Cl)C1C(OCc2cccc(Oc3ccccc3)c2)=O,-6.29
Clc1ccc(Cl)c(c2ccccc2)c1Cl,-6.29
ClC1(C(Cl)=C2Cl)C(C3Cl)C(C=C3)C2(Cl)C1(Cl)Cl,-6.32
Clc(cc(Cl)cc2)c2c1ccc(Cl)cc1Cl,-6.51
ClC(Cl)(Cl)C(c1ccc(Cl)cc1)c(cccc2)c2Cl,-6.62
O=P(Oc1ccc(O)cc1C)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C,-6.7
CCCCCCCCCCCCCCCC(O)=O,-6.81
ClC(Cl)(Cl)C(c2ccc(OC)cc2)c1ccc(OC)cc1,-6.89
O=C(OCC(CC)CCCC)c1ccccc1C(OCC(CC)CCCC)=O,-6.96
Clc(ccc(Cl)c2)c2c1cc(Cl)ccc1Cl,-7.0
Clc2c(ccc(Cl)c2Cl)c1c(Cl)c(Cl)ccc1,-7.05
Clc(c(Cl)c(Cl)c(Cl)c2)c2c1ccccc1,-7.16
CCCCCCCCCCCCCCCCO,-7.26
ClC12C3C(C4C=CC3C4)C(C2(Cl)Cl)(Cl)C(Cl)=C1Cl,-7.33
c12c3c4c5c(cccc5)c1cccc2ccc3ccc4,-7.8
Clc1ccc(Cl)c(c2ccc(Cl)c(Cl)c2Cl)c1,-7.91
c1(cc(cccc4)c4c3)c3Cc2c1cccc2,-8.04
c12c(ccc3c2ccc4c3cccc4)cccc1,-8.06
Clc1c(Cl)c(Cl)ccc1c2c(Cl)c(Cl)c(Cl)cc2Cl,-8.3
Clc1c(Cl)cc(Cl)c(c2ccc(Cl)c(Cl)c2Cl)c1,-8.32
Clc1c(Cl)c(Cl)c(Cl)c(c2cccc(Cl)c2Cl)c1,-8.42
c12c3c4c(cc(cccc5)c5c4)c1cccc2ccc3,-8.49
c34cc2cc1ccccc1cc2cc3cccc4,-8.6
Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-8.65
c12c(cccc3)c3ccc1cc4c(ccc5c4cccc5)c2,-8.66
c1(c(cc6)ccc3ccc4ccc5)c3c4c5c2c1c6ccc2,-9.03
Clc1c(c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c1Cl,-10.26
Clc(c(Cl)c(Cl)c(Cl)c2Cl)c2c1c(Cl)c(Cl)cc(Cl)c1Cl,-10.41
Clc1cc(c2cc(Cl)c(cc2Cl)Cl)c(Cl)cc1,-7.89
Nc1ccc(C(OCC)=O)cc1,-2.32
O=C(C)Oc1c(C(O)=O)cccc1,-1.61
O=C(N1C)c(nc[nH]2)c2N(C)C1=O,-1.37
CN1C(C)=CC(N1c2ccccc2)=O,0.39
CCNc1nc(NC(C)C)nc(Cl)n1,-3.55
O=C(C(CC)(C2=O)c1ccccc1)NC(N2)=O,-2.34
O=C(N(C)C)Nc1cc(Cl)c(Cl)cc1,-3.76
O=C(N2)N(CC2=O)N=Cc1ccc(N(=O)=O)o1,-3.38
O=C(NC(N3)=O)C3(c2ccccc2)c1ccccc1,-3.99
O=C1CN=C(c3ccccc3)c2c(ccc(Cl)c2)N1C,-3.76
CC12C(CCC3C2CCC4(C)C3CCC4O)=CC(CC1)=O,-4.07
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.6
S=P(OCC)(OCC)Oc1ccc(N(=O)=O)cc1,-4.29
S=P(OCC)(OCC)Oc1nc(C(C)C)nc(C)c1,-3.76
Oc(cc2)ccc2C3(c(cccc4)c4C(O3)=O)c1ccc(O)cc1,-2.9
O=C(OCC)C(CC(OCC)=O)SP(OC)(OC)=S,-3.36
S=P(Oc1nc(Cl)c(Cl)cc1Cl)(OCC)OCC,-5.67
CCCCCC(O)C=CC1C(O)CC(C1CC=CCCCC(O)=O)=O,-2.47
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-8.08
ClC2(C3(Cl)Cl)C(Cl)=C(Cl)C3(Cl)C1C(Cl)C(Cl)CC12,-6.86
C=O,1.121
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.7075
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-4.458
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C,-4.303999999999999
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.3209999999999997
CN1C(=O)NC(=O)C(CC)(CC)C1=O,-2.0
O=P1(NCCCO1)N(CCCl)CCCl,-0.815
CC(O)C(O)=O,1.045
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(CCC21)C(=O)CO,-3.241
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.054
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.2089999999999996
ClC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-7.809
OC(=O)c1c(Cl)c(Cl)ccc1Cl,-1.4669999999999999
c1c2ccccc2c2ccc3cccc4ccc1c2c34,-8.192
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.812
COC(=O)C1C2CCC(CC1OC(=O)c1ccccc1)N2C,-2.227
CNCCCN1c2ccccc2CCc2ccccc12,-3.658
CN(C)CCC=C1c2ccccc2CCc2ccccc21,-4.456
CN(C)CCCN1c2ccccc2CCc2ccccc12,-4.187
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,-5.0969999999999995
[O-][N+](=O)c1cc(Cl)c(cc1)NC(=O)c1cc(Cl)ccc1O,-4.702
CC(=O)Oc1ccccc1C(O)=O,-1.5930000000000002
OC(CO)C1OC(=O)C(O)=C1O,0.3165
OC(=O)c1ccc(Cl)cc1Cl,-2.603
O=C1NC=C(F)C(=O)N1,-1.069
[O-][N+](=O)c1cc(ccc1O)[N+]([O-])=O,-1.819
CN1C2CC(CC1C1OC12)OC(=O)C(CO)c1ccccc1,-0.504
OC(=O)c1cc(Cl)cc(Cl)c1,-3.114
OC(=O)c1cc(Cl)c(Cl)cc1,-3.495
CN1C2CC(CC1CC2)OC(=O)C(CO)c1ccccc1,-2.119
NCCc1ccc(O)cc1,-1.12
CCOC(N)=O,0.731
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(C#C)OC(C)=O,-4.784
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC43CCC(=O)O4)C21,-4.277
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.369
CCC1(C2CCCCC=2)C(=O)NC(=O)NC1=O,-2.169
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.061
[O-][N+](=O)C(Br)(CO)CO,0.09699999999999999
NC1(CCCC1)C(O)=O,-0.41200000000000003
CC(C)(S)C(N)C(O)=O,-0.128
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.331
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,-4.428999999999999
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11
CC12CCC3C(CCc4cc(O)ccc43)C1CCC2=O,-3.955
ClC(Cl)C(c1ccccc1Cl)c1ccc(Cl)cc1,-6.505
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.402
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.122
c1c2c3ccccc3ccc2cc2c3ccccc3ccc21,-8.048
CC(=O)Nc1cc2Cc3ccccc3-c2cc1,-4.625
CN1CCCC1c1c[n]ccc1,0.79
NS(=O)(=O)c1cc(C(O)=O)c(cc1Cl)NCc1ccco1,-3.656
NNC(=O)c1cc[n]cc1,0.009000000000000001
CCN(CC)N=O,0.016
NC(=O)c1ccccc1,-0.953
OC(=O)c1cc[n]cc1,-1.374
Cc1cc(ccc1SC)OP(=S)(OC)OC,-4.569
[O-][N+](=O)OC(CO[N+]([O-])=O)CO[N+]([O-])=O,-2.2159999999999997
NCCCC(O)=O,1.101
ClC(Cl)(Cl)Cl,-2.2880000000000003
CC12C3CCC(O3)C1(C)C(=O)OC2=O,-3.8160000000000003
CN1C(O)=NC(=O)C(C)(C2CCCCC=2)C1=O,-2.735
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC,-4.649
NCC(O)=O,0.521
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.63
Cc1ccc2cc3c(ccc4ccccc43)c3CCc1c32,-7.966
CCC(c1ccc(O)cc1)=C(CC)c1ccc(O)cc1,-4.35
c1c2c3ccccc3ccc2cc2ccccc21,-7.385
CC1c2ccc(cc2OC(=O)C=1Cl)OP(=S)(OCC)OCC,-5.3839999999999995
[O-][N+](=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.1109999999999998
OC(CO)CO,1.036
NC(CC(O)=O)C(O)=O,-0.318
NC(=O)CCC(N)C(O)=O,-0.5489999999999999
NC(CCC(O)=O)C(O)=O,-1.235
C=CCN=C=S,-1.695
CCCCCCCCCCCCCCCC(O)=O,-6.807
NC(N)=O,0.958
CN(C)N,1.2209999999999999
CC(C)(O)C(Cl)(Cl)Cl,-1.3459999999999999
O=C1CC2OCC=C3CN4CCC56C(C2C3CC54)N1c1ccccc61,-3.32
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,-3.897
CCOC(=O)C1(CCN(C)CC1)c1ccccc1,-1.885
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.574
CCC1(CC)C(=O)NC(=O)NC1=O,-1.393
OC1C(OC(CO)C(O)C1O)OC1(CO)OC(CO)C(O)C1O,0.7879999999999999
CCCC(C)(COC(N)=O)COC(N)=O,-1.6669999999999998
CC(O)CO,1.119
O=C1CCO1,0.711
CC12CCC3C(CCc4cc(O)ccc43)C1CCC2(O)C#C,-4.419
Cc1cc(C)[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,-2.2680000000000002
ClC1(Cl)C2(Cl)C3CC(Cl)C(Cl)C3C1(Cl)C(Cl)=C2Cl,-6.864
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.553
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.367000000000001
Cc1c2ccc3ccccc3c2c(C)c2ccccc12,-6.624
CN1C(=O)c2c([n]c[n]2C)N(C)C1=O,-0.966
CN(C)C1C(=O)N(c2ccccc2)N(C)C=1C,-0.629
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2(C)O,-3.95
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2O,-4.091
CC1=CC(=O)c2ccccc2C1=O,-3.032
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-4.397
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-4.155
CN(C)CCCN1c2ccccc2Sc2ccccc12,-4.302
CN1C(=O)c2[nH]c[n]c2N(C)C1=O,-1.389
Oc1[n]c[n]c2c1[n]c[n]2C1OC(CO)C(O)C1O,-1.23
OC(=O)CCCCC1SCC2NC(=O)NC21,-3.0460000000000003
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-5.0775000000000015
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-4.004
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.615
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.0460000000000003
CCN(CC)C(=O)c1ccc[n]c1,0.7490000000000001
O=C1C=Cc2ccccc2N1,-2.1390000000000002
Nc1ccc(cc1)S(=O)(=O)Nc1c[n]c2ccccc2[n]1,-4.603
CCN(CCOC(=O)c1ccc(N)cc1)CC,-1.3980000000000001
Cc1ccccc1OCC(O)CO,-1.189
OCC(S)CS,-0.155
CC(=O)Nc1[n][n]c([s]1)S(N)(=O)=O,-2.356
OC(=O)c1ccc[n]c1,-0.835
O=NN1CCOCC1,0.935
NC(Cc1cc(O)c(O)cc1)C(O)=O,-1.5959999999999999
Nc1ccc(cc1)N=Nc1ccccc1,-3.181
CN(C)c1ccc(cc1)N=Nc1ccccc1,-5.9910000000000005
OCCc1ccccc1,-0.741
NC(Cc1ccc(O)cc1)C(O)=O,-2.5780000000000003
CN1CC(=O)NC1=N,-0.15
CCOCC,-0.08900000000000001
NCCCCCC(O)=O,0.585
CNN,1.337
CC(N)=O,1.581
CNC(=O)CSP(=S)(OC)OC,-0.9620000000000001
ClC1(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C(Cl)=C2Cl,-6.237
CN1C(C)=CC(=O)N1c1ccccc1,-0.564
OCC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O,-2.64
CN(C)C(C)CN1c2ccccc2Sc2ccccc12,-4.26
CN(C)CC(C)CN1c2cc(ccc2Sc2ccccc12)OC,-4.215
